RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,KM,METER,LRRR,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,TESTING_FREQ,USFDTESTDATE
NWR,JP,RE-AWR,UP,3/2/2020,7:50,52KG,16.94,130,1/4/1998,386.84,SEJ,GR,5,7,LR,22.9,LWR,STRAIGHT,9,19/12/2019
NWR,JP,RE-AWR,UP,11/1/2020,6:50,52KG,16.94,130,1/4/1998,385.09,SEJ,GR,7,142,LR,22.9,SWR,CURVE,9,18/12/2019
NWR,JP,RE-AWR,UP,7/11/2019,1:50,52KG,18.97,130,1/4/1998,381.59,SEJ,GR,3,246,LR,22.9,LWR,STRAIGHT,9,5/11/2019
NWR,JP,RE-AWR,UP,25/12/2025,1:43,60KG,12.281,130,1/4/2011,223,SEJ,GR,15,365,LR,22.9,LWR,STRAIGHT,6,3/10/2025
NWR,JP,RE-AWR,UP,9/1/2019,6:30,52KG,18.97,130,1/4/1998,361.75,SEJ,GR,4,453,LR,22.9,LWR,STRAIGHT,9,10/11/2018
NWR,JP,RE-AWR,UP,9/3/2020,7:40,52KG,16.94,130,1/4/1998,388.59,SEJ,GR,8,643,RR,22.9,LWR,STRAIGHT,6,4/3/2020
NWR,JP,RE-AWR,UP,17/11/2023,3:50,52KG,11.058,130,1/4/1998,452,RAIL,GR,2,731,LR,22.9,SWR,CURVE,9,18/9/2023
NWR,JP,RE-AWR,UP,22/9/2015,10:25,52KG,15.81,130,1/5/2009,125.39,RAIL,GR,0,754,LR,22.9,SWR,STRAIGHT,9,11/5/2015
NWR,JP,RE-AWR,UP,7/2/2020,6:45,52KG,16.94,130,1/4/1998,386.84,SEJ,GR,4,834,LR,22.9,LWR,STRAIGHT,9,19/12/2019
NWR,JP,RE-AWR,UP,19/12/2018,8:35,52KG,21.01,130,1/4/2003,281.74,SEJ,GR,58,895,LR,22.9,LWR,CURVE,6,16/10/2018
NWR,JP,RE-AWR,UP,3/2/2020,9:50,52KG,16.94,130,1/4/1998,386.84,SEJ,GR,3,945,LR,22.9,LWR,STRAIGHT,9,20/12/2019
NWR,JP,RE-AWR,UP,5/1/2019,2:45,52KG,18.97,130,1/4/1998,361.75,SEJ,GR,9,953,LR,22.9,LWR,STRAIGHT,6,6/11/2018
NWR,JP,RE-SDLP,SL,4/2/2019,15:20,52KG,13.08,110,1/4/2008,92.68,SEJ,GR,82,655,LR,22.9,FP/SR,STRAIGHT,9,20/4/2016
NWR,JP,RGS FL,SL,19/10/2020,9:45,52KG,44.5,110,1/3/2020,25.48,LWR,GR,191,45,LR,22.9,LWR,STRAIGHT,3,22/7/2020
NWR,JP,RGS FL,SL,18/12/2018,0:55,52KG,36.76,110,1/3/2009,281.47,LWR,GR,191,46,LR,22.9,LWR,STRAIGHT,3,29/10/2018
NWR,JP,RGS FL,SL,15/1/2018,22:01,52KG,36.76,110,1/3/2009,245.14,RAIL,GR,191,144,RR,22.9,SWR,STRAIGHT,3,3/11/2017
NWR,JP,RGS FL,SL,9/7/2021,7:10,52KG,38.91,110,1/1/2020,60.52,LWR,GR,180,248,LR,22.9,LWR,STRAIGHT,3,14/4/2021
NWR,JP,RGS FL,SL,6/1/2023,8:40,52KG,24.971,110,1/3/2009,445.21,SEJ,GR,155,252,RR,22.9,LWR,STRAIGHT,3,6/11/2022
NWR,JP,RGS FL,SL,7/12/2018,0:10,52KG,36.76,110,1/3/2009,281.47,LWR,GR,204,253,LR,22.9,LWR,STRAIGHT,3,2/11/2018
NWR,JP,RGS FL,SL,16/2/2021,13:45,52KG,38.91,110,1/7/2019,63.7,LWR,GR,181,365,RR,22.9,SWR,STRAIGHT,3,16/1/2021
NWR,JP,RGS FL,SL,3/1/2021,23:48,52KG,38.91,110,1/10/2019,50.96,LWR,GR,166,559,LR,22.9,LWR,STRAIGHT,3,24/12/2020
NWR,JP,RGS FL,SL,3/4/2025,9:10,52KG,24.421,110,1/3/2009,504,SEJ,GR,154,565,LR,22.9,LWR,STRAIGHT,3,18/3/2025
NWR,JP,RGS FL,SL,11/5/2021,7:15,52KG,38.91,110,1/10/2019,63.7,LWR,GR,182,652,LR,22.9,SWR,STRAIGHT,3,15/4/2021
NWR,JP,RGS FL,SL,19/1/2018,5:55,52KG,36.76,110,1/3/2009,245.14,RAIL,GR,181,657,LR,22.9,LWR,STRAIGHT,3,1/11/2017
NWR,JP,RGS FL,SL,16/2/2020,2:10,52KG,44.5,110,1/2/2017,321.93,POINTS AND CROSSING,GR,158,898,LR,22.9,LWR,STRAIGHT,3,30/12/2019
NWR,JP,SWM-JP,SL,5/11/2018,10:35,52KG,15.19,110,1/1/1993,325.53,SEJ,GR,124,90,RR,22.9,LWR,STRAIGHT,4,9/8/2018
NWR,JP,SWM-JP,SL,8/10/2018,12:35,52KG,15.19,110,1/1/1993,324.24,SEJ,GR,131,166,RR,22.9,SWR,STRAIGHT,4,8/8/2018
NWR,JP,SWM-JP,SL,13/1/2018,5:35,52KG,15.19,110,1/1/1993,314.13,RAIL,GR,122,217,RR,22.9,LWR,CURVE,4,15/11/2017
NWR,JP,SWM-JP,SL,23/4/2019,8:00,52KG,14.93,110,1/1/1993,333.27,LWR,GR,11,350,RR,22.9,LWR,STRAIGHT,4,7/3/2019
NWR,JP,SWM-JP,SL,31/5/2017,17:35,52KG,15.49,110,1/2/1993,311.17,RAIL,GR,78,373,LR,22.9,LWR,STRAIGHT,4,4/4/2017
NWR,JP,SWM-JP,SL,12/4/2017,6:05,52KG,15.49,110,1/1/1993,311.25,RAIL,GR,21,412,LR,22.9,LWR,STRAIGHT,4,15/12/2016
NWR,JP,SWM-JP,SL,6/11/2019,5:40,52KG,14.93,110,1/1/1993,340.52,POINTS AND CROSSING,GR,11,486,LR,22.9,SWR,STRAIGHT,4,7/9/2019
NWR,JP,SWM-JP,SL,16/1/2020,4:45,52KG,9.58,110,1/1/1993,343.05,LWR,GR,25,540,RR,22.9,LWR,STRAIGHT,4,9/9/2019
NWR,JP,SWM-JP,SL,25/12/2020,23:20,52KG,9.58,110,1/1/1993,356.52,LWR,GR,25,540,RR,22.9,LWR,STRAIGHT,4,27/11/2020
NWR,JP,SWM-JP,SL,13/12/2023,7:00,52KG,14.397,110,1/3/2017,199,SEJ,GR,130,655,LR,22.9,SWR,STRAIGHT,4,1/12/2023
NWR,JP,SWM-JP,SL,29/12/2018,1:25,52KG,15.19,110,1/1/1993,326.82,RAIL,GR,130,680,RR,22.9,SWR,STRAIGHT,4,8/8/2018
NWR,JP,SWM-JP,SL,20/1/2019,6:10,52KG,14.93,110,1/2/2012,116.24,LWR,GR,64,820,LR,22.9,LWR,STRAIGHT,4,7/9/2018
NWR,JP,SWM-JP,SL,14/9/2017,7:17,52KG,15.49,110,1/1/1993,311.25,RAIL,GR,25,841,LR,22.9,SWR,STRAIGHT,4,14/8/2017
NWR,JP,SWM-JP,SL,26/1/2019,11:00,52KG,14.93,110,1/2/1993,328.03,LWR,GR,78,970,RR,22.9,LWR,STRAIGHT,4,31/8/2018
NWR,JU,BKN-MTD,SL,13/10/2017,7:30,52KG,14.1,110,1/3/1993,180.5,RAIL,GR,484,20,RR,22.32,LWR,STRAIGHT,6,3/10/2017
NWR,JU,BKN-MTD,SL,15/7/2018,17:05,52KG,13.27,110,1/2/1993,191.6,LWR,GR,554,74,LR,22.32,SWR,STRAIGHT,6,2/4/2018
NWR,JU,BKN-MTD,SL,30/1/2017,4:00,52KG,14.1,110,1/2/1993,170.5,RAIL,GR,562,97,LR,22.32,LWR,STRAIGHT,6,17/9/2016
NWR,JU,BKN-MTD,SL,9/12/2016,5:15,52KG,13.2,110,1/4/1993,169.41,RAIL,GR,508,212,RR,22.32,LWR,STRAIGHT,6,29/10/2016
NWR,JU,BKN-MTD,SL,31/12/2016,23:55,52KG,13.2,110,1/4/1993,170.5,RAIL,GR,504,293,LR,22.32,LWR,STRAIGHT,6,27/10/2016
NWR,JU,BKN-MTD,SL,12/12/2016,5:40,52KG,13.2,110,1/4/1993,169.41,RAIL,GR,503,377,LR,22.32,LWR,STRAIGHT,6,28/10/2016
NWR,JU,BKN-MTD,SL,25/6/2022,17:30,52KG,11.64,110,1/9/1993,242.78,RAIL,GR,632,562,LR,22.32,LWR,STRAIGHT,6,31/3/2022
NWR,JU,BKN-MTD,SL,5/5/2017,5:40,52KG,14.1,110,1/6/1993,174.86,RAIL,GR,544,568,LR,22.32,LWR,STRAIGHT,6,24/3/2017
NWR,JU,BKN-MTD,SL,7/10/2017,7:30,52KG,14.1,110,1/2/2017,9.9,RAIL,GR,473,582,RR,22.32,SWR,STRAIGHT,6,25/9/2017
NWR,JU,BKN-MTD,SL,21/11/2016,7:00,52KG,13.2,110,1/4/1993,168.32,RAIL,GR,513,642,RR,22.32,LWR,STRAIGHT,6,16/11/2016
NWR,JU,BKN-MTD,SL,31/12/2017,20:45,52KG,14.1,110,1/8/2017,6.6,RAIL,GR,573,645,LR,22.32,LWR,STRAIGHT,6,7/10/2017
NWR,JU,BKN-MTD,SL,31/12/2017,20:45,52KG,14.1,110,1/8/2017,6.6,RAIL,GR,573,645,LR,22.32,LWR,STRAIGHT,6,7/10/2017
NWR,JU,BKN-MTD,SL,29/12/2019,8:45,52KG,13.11,110,1/12/2018,214.38,SEJ,GR,552,755,RR,22.32,LWR,STRAIGHT,6,8/8/2019
NWR,JU,BKN-MTD,SL,4/11/2017,6:35,52KG,14.1,110,1/6/1993,181.6,RAIL,GR,539,767,LR,22.32,SWR,STRAIGHT,6,6/8/2017
NWR,JU,BKN-MTD,SL,24/1/2020,1:25,52KG,7.51,110,1/10/2017,231.38,SEJ,GR,535,786,LR,22.32,LWR,STRAIGHT,6,2/8/2019
NWR,JU,BKN-MTD,SL,17/12/2017,4:10,52KG,14.1,110,1/3/1993,182.7,RAIL,GR,472,813,LR,22.32,LWR,STRAIGHT,6,22/9/2017
NWR,JU,BKN-MTD,SL,17/10/2018,6:40,52KG,13.27,110,1/4/1993,195.13,SEJ,GR,493,839,LR,22.32,LWR,STRAIGHT,6,7/8/2018
NWR,JU,DNA-MTD,UP,30/5/2018,18:55,52KG,,110,1/10/2010,278.81,RAIL,GR,504,136,RR,22.32,SWR,CURVE,6,14/5/2018
NWR,JU,DNA-MTD,UP,4/11/2020,5:30,52KG,,110,1/11/2001,510.25,SEJ,GR,496,500,RR,22.32,LWR,STRAIGHT,6,29/10/2020
NWR,JU,DNA-MTD,UP,15/9/2017,14:30,52KG,,110,1/1/1994,392.75,RAIL,OBS Joggled Plate,510,610,LR,22.32,LWR,STRAIGHT,6,27/7/2017
NWR,JU,DNA-MTD,UP,14/3/2020,9:00,52KG,,110,1/5/2001,483.68,SEJ,GR,483,700,LR,22.32,LWR,CURVE,6,20/2/2020
NWR,JU,DNA-MTD,UP,19/8/2017,14:15,52KG,,110,1/1/1994,392.75,RAIL,GR,510,894,LR,22.32,LWR,STRAIGHT,6,27/7/2017
NWR,JU,FL-MKN,DN,26/11/2020,5:35,52KG,,110,1/1/2018,94.22,LWR,GR,34,32,LR,22.9,LWR,STRAIGHT,6,30/9/2020
NWR,JU,FL-MKN,DN,18/1/2017,14:05,52KG,,110,1/8/1993,311.72,RAIL,GR,25,236,LR,22.9,SWR,CURVE,6,19/12/2016
NWR,JU,FL-MKN,DN,15/4/2021,6:20,52KG,,110,1/10/2018,85.03,LWR,GR,14,447,RR,22.9,LWR,STRAIGHT,6,12/3/2021
NWR,JU,FL-MKN,DN,16/12/2019,1:50,52KG,,110,1/7/2018,403.73,SEJ,GR,21,534,RR,22.9,LWR,STRAIGHT,6,17/10/2019
NWR,JU,FL-MKN,DN,25/10/2017,7:00,52KG,,110,1/1/2011,183.35,RAIL,GR,34,575,LR,22.9,LWR,STRAIGHT,6,5/9/2017
NWR,JU,FL-MKN,DN,29/10/2022,18:42,52KG,,110,1/10/2018,125.11,SEJ,GR,6,588,LR,22.9,LWR,STRAIGHT,6,20/10/2022
NWR,JU,FL-MKN,DN,21/11/2017,7:50,52KG,,110,1/8/1993,338.51,RAIL,OBS Joggled Plate,28,794,LR,22.9,LWR,STRAIGHT,6,4/9/2017
NWR,JU,FL-MKN,DN,5/1/2023,0:00,52KG,4.278,110,1/10/2018,132.7,CURVE,GR,14,820,LR,22.9,LWR,STRAIGHT,6,30/12/2022
NWR,JU,FL-MKN,DN,31/3/2018,7:20,52KG,,110,1/8/1993,351.34,RAIL,GR,18,993,RR,22.9,LWR,CURVE,6,17/2/2018
NWR,JU,JU-JSM,SL,9/1/2017,5:05,52KG,15.4,100,1/4/2006,115.89,RAIL,GR,125,82,RR,22.32,LWR,STRAIGHT,6,26/7/2016
NWR,JU,JU-JSM,SL,17/11/2017,16:25,52KG,15.4,100,1/6/2006,128.19,RAIL,GR,86,242,LR,22.32,FP/SR,STRAIGHT,6,3/7/2017
NWR,JU,JU-JSM,SL,3/3/2019,0:40,52KG,12.55,100,1/5/2005,116.51,SEJ,GR,284,304,RR,22.32,LWR,STRAIGHT,24,27/1/2018
NWR,JU,JU-JSM,SL,24/11/2017,6:00,52KG,15.4,100,1/3/2006,129.68,RAIL,GR,97,336,LR,22.32,LWR,STRAIGHT,6,29/6/2017
NWR,JU,JU-JSM,SL,10/6/2017,5:45,52KG,12.23,100,1/2/2006,88.56,RAIL,GR,245,352,RR,22.32,LWR,STRAIGHT,9,23/6/2013
NWR,JU,JU-JSM,SL,10/11/2021,13:20,52KG,12.9,100,1/6/1995,178.72,RAIL,GR,226,934,LR,22.32,SWR,STRAIGHT,9,23/4/2021
NWR,JU,JU-JSM,SL,3/3/2019,4:35,52KG,12.55,100,1/3/2005,117.81,SEJ,GR,201,957,RR,22.32,LWR,STRAIGHT,9,25/8/2017
NWR,JU,JU-LN,DN,14/8/2023,7:15,52KG,25.656,110,1/11/2021,31.72,SEJ,GR,625,50,RR,22.32,LWR,STRAIGHT,4,4/7/2023
NWR,JU,JU-LN,DN,14/12/2017,10:35,52KG,20.38,110,1/3/2011,93.02,RAIL,GR,625,85,RR,22.32,LWR,STRAIGHT,4,15/11/2017
NWR,JU,JU-LN,DN,24/6/2023,4:35,52KG,25.656,110,1/11/2021,28.83,SEJ,GR,625,167,RR,22.32,LWR,STRAIGHT,4,15/3/2023
NWR,JU,JU-LN,DN,24/12/2023,4:05,52KG,25.656,110,1/11/2021,37,SEJ,GR,625,184,RR,22.32,LWR,STRAIGHT,4,22/11/2023
NWR,JU,JU-LN,DN,15/12/2019,6:45,52KG,26.02,110,1/11/2019,137.59,LWR,GR,627,272,RR,22.32,SWR,STRAIGHT,4,1/11/2019
NWR,JU,JU-LN,DN,14/11/2017,8:35,60KG,20.38,110,1/1/2014,89.34,RAIL,GR,655,470,LR,22.32,LWR,STRAIGHT,4,24/6/2017
NWR,JU,JU-LN,DN,13/12/2017,3:10,52KG,20.38,110,1/3/1998,91.18,RAIL,GR,626,792,RR,22.32,LWR,STRAIGHT,4,15/11/2017
NWR,JU,JU-LN,UP,22/11/2017,14:00,52KG,20.25,110,1/2/1998,334.71,RAIL,GR,650,92,RR,22.32,SWR,STRAIGHT,4,23/10/2017
NWR,JU,JU-LN,UP,23/1/2025,0:27,52KG,18.614,110,1/6/2018,453,SEJ,GR,626,286,LR,22.32,LWR,STRAIGHT,4,20/11/2024
NWR,JU,JU-LN,UP,30/12/2017,23:45,52KG,20.25,110,1/2/1998,338.09,RAIL,GR,637,300,LR,22.32,LWR,STRAIGHT,4,25/10/2017
NWR,JU,JU-LN,UP,9/12/2021,15:03,52KG,13.54,110,1/5/2018,417.25,SEJ,GR,636,358,LR,22.32,LWR,STRAIGHT,4,16/10/2021
NWR,JU,JU-LN,UP,13/5/2021,7:18,52KG,13.54,110,1/4/2018,407.13,SEJ,GR,644,611,RR,22.32,LWR,STRAIGHT,4,20/4/2021
NWR,JU,JU-LN,UP,23/8/2016,17:25,52KG,20.25,110,1/2/1998,47.3,RAIL,GR,635,866,LR,22.32,LWR,STRAIGHT,4,10/6/2016
NWR,JU,JU-LN,UP,22/12/2021,6:18,52KG,13.54,110,1/5/2018,417.25,SEJ,GR,635,882,LR,22.32,LWR,STRAIGHT,4,13/12/2021
NWR,JU,JU-LN,UP,7/12/2017,1:30,52KG,20.25,110,1/2/1998,338.09,RAIL,GR,631,943,RR,22.32,LWR,STRAIGHT,4,31/10/2017
NWR,JU,KLYT-PLC,SL,18/9/2019,8:15,52KG,16.4,110,1/9/2017,39.15,SEJ,GR,153,348,LR,22.32,LWR,STRAIGHT,4,18/3/2019
NWR,JU,LN-SMR,SL,29/12/2021,10:47,52KG,43.49,110,1/2/2019,116.85,LWR,GR,670,26,LR,22.32,LWR,STRAIGHT,3,22/12/2021
NWR,JU,LN-SMR,SL,4/3/2021,7:40,52KG,43.49,110,1/3/2019,114.1,LWR,GR,671,47,RR,22.32,LWR,STRAIGHT,3,19/1/2021
NWR,JU,LN-SMR,SL,20/12/2018,15:30,52KG,32.96,110,1/2/2002,258.01,SEJ,GR,675,152,RR,22.32,LWR,STRAIGHT,3,26/11/2018
NWR,JU,LN-SMR,SL,21/9/2019,3:40,52KG,34.32,110,1/3/2019,19.23,SEJ,GR,672,211,LR,22.32,LWR,STRAIGHT,3,10/8/2019
NWR,JU,LN-SMR,SL,4/11/2023,5:10,52KG,30.755,110,1/1/2019,201,CURVE,GR,663,512,LR,22.32,LWR,STRAIGHT,3,20/10/2023
NWR,JU,LN-SMR,SL,24/12/2021,6:35,52KG,43.49,110,1/1/2019,116.1,LWR,GR,659,522,RR,22.32,LWR,STRAIGHT,3,18/12/2021
NWR,JU,LN-SMR,SL,10/9/2022,6:40,52KG,43.7,110,1/1/2019,149.82,LWR,GR,659,523,LR,22.32,LWR,STRAIGHT,3,7/8/2022
NWR,JU,LN-SMR,SL,27/6/2023,8:00,52KG,30.755,110,1/1/2019,182.43,CURVE,GR,659,652,LR,22.32,LWR,STRAIGHT,3,8/6/2023
NWR,JU,LN-SMR,SL,8/11/2023,6:50,52KG,30.678,110,1/4/2022,72,CURVE,GR,681,682,RR,22.32,LWR,STRAIGHT,3,23/10/2023
NWR,JU,LN-SMR,SL,5/4/2022,6:45,52KG,43.7,110,1/12/2021,17.51,LWR,GR,681,683,RR,22.32,LWR,STRAIGHT,3,19/2/2022
NWR,JU,LN-SMR,SL,2/9/2021,7:40,52KG,43.49,110,1/2/2019,102.84,LWR,GR,664,696,RR,22.32,LWR,STRAIGHT,3,24/8/2021
NWR,JU,LN-SMR,SL,25/1/2022,10:45,52KG,43.7,110,1/2/2019,116.85,LWR,GR,664,696,RR,22.32,LWR,STRAIGHT,3,21/12/2021
NWR,JU,LN-SMR,SL,15/9/2021,6:20,52KG,43.49,110,1/2/2019,102.84,LWR,GR,663,725,LR,22.32,FP/SR,STRAIGHT,3,24/8/2021
NWR,JU,LN-SMR,SL,23/11/2023,2:25,52KG,30.755,110,1/2/2019,198,CURVE,GR,663,727,RR,22.32,LWR,STRAIGHT,3,20/10/2023
NWR,JU,LN-SMR,SL,14/7/2025,3:18,52KG,28.266,110,1/1/2022,124,CURVE,GR,669,748,LR,22.32,LWR,STRAIGHT,3,28/6/2025
NWR,JU,LN-SMR,SL,25/1/2022,3:20,52KG,43.7,110,1/3/2019,114.1,LWR,GR,669,751,RR,22.32,SWR,STRAIGHT,3,22/12/2021
NWR,JU,LN-SMR,SL,3/12/2020,5:30,52KG,42.02,110,1/10/2019,42.9,LWR,GR,704,847,RR,22.32,LWR,CURVE,3,30/10/2020
NWR,JU,LN-SMR,SL,6/11/2021,6:00,52KG,43.49,110,1/10/2019,87.19,LWR,GR,704,848,LR,22.32,LWR,CURVE,3,31/10/2021
NWR,JU,LN-SMR,SL,17/1/2022,6:20,52KG,43.7,110,1/4/2019,111.36,LWR,GR,682,905,RR,22.32,SWR,STRAIGHT,3,25/12/2021
NWR,JU,LN-SMR,SL,3/5/2024,6:50,52KG,29.13,110,1/1/2019,222,CURVE,GR,657,977,RR,22.32,LWR,STRAIGHT,3,9/4/2024
NWR,JU,LUNI-MJ,SL,27/10/2016,7:20,52KG,18.61,110,1/12/1997,173.72,RAIL,GR,669,5,LR,22.32,FP/SR,STRAIGHT,6,26/8/2016
NWR,JU,LUNI-MJ,SL,20/9/2016,6:45,52KG,18.61,110,1/12/1997,175.12,RAIL,GR,682,10,LR,22.32,FP/SR,STRAIGHT,6,5/9/2016
NWR,JU,LUNI-MJ,SL,29/5/2016,20:05,52KG,18.61,110,1/12/1997,161.73,RAIL,GR,669,105,RR,22.32,FP/SR,STRAIGHT,6,24/4/2016
NWR,JU,LUNI-MJ,SL,6/2/2017,8:05,52KG,16.97,110,1/5/2016,29.47,RAIL,GR,669,105,RR,22.32,FP/SR,STRAIGHT,6,22/12/2016
NWR,JU,LUNI-MJ,SL,16/12/2022,0:05,52KG,19.45,110,1/11/2017,82.62,CURVE,GR,683,141,LR,22.32,LWR,STRAIGHT,6,17/10/2022
NWR,JU,LUNI-MJ,SL,6/12/2016,8:30,52KG,18.61,110,1/12/1997,175.12,RAIL,GR,709,230,RR,22.32,LWR,STRAIGHT,6,7/9/2016
NWR,JU,LUNI-MJ,SL,3/3/2019,11:40,52KG,17.13,110,1/5/2017,215.53,SEJ,GR,712,235,LR,22.32,LWR,STRAIGHT,6,20/2/2019
NWR,JU,LUNI-MJ,SL,3/12/2018,7:25,52KG,15.04,110,1/10/2017,213.21,SEJ,GR,691,238,LR,22.32,LWR,STRAIGHT,6,1/9/2018
NWR,JU,LUNI-MJ,SL,4/1/2023,6:25,52KG,12.308,110,1/11/2017,276.06,SEJ,GR,681,393,LR,22.32,LWR,CURVE,6,16/12/2022
NWR,JU,LUNI-MJ,SL,30/12/2018,7:30,52KG,15.04,110,1/7/2017,209.87,SEJ,GR,703,395,LR,22.32,LWR,STRAIGHT,6,28/12/2018
NWR,JU,LUNI-MJ,SL,9/11/2023,23:15,52KG,13.128,110,1/5/2017,293,BRIDGE,GR,717,437,RR,22.32,LWR,STRAIGHT,6,16/9/2023
NWR,JU,LUNI-MJ,SL,28/6/2017,7:00,52KG,16.97,110,1/12/1997,183.56,RAIL,GR,683,660,LR,22.32,LWR,STRAIGHT,6,20/5/2017
NWR,JU,LUNI-MJ,SL,28/10/2021,14:30,52KG,17.38,110,1/5/2017,251.25,SEJ,GR,713,711,LR,22.32,LWR,CURVE,6,18/5/2021
NWR,JU,LUNI-MJ,SL,31/12/2020,7:40,52KG,12.96,110,1/12/1997,254.5,SEJ,GR,708,759,LR,22.32,FP/SR,STRAIGHT,6,29/9/2020
NWR,JU,LUNI-MJ,SL,26/12/2018,7:10,52KG,15.04,110,1/11/2017,211.8,SEJ,GR,679,942,LR,22.32,LWR,STRAIGHT,6,5/9/2018
NWR,JU,LUNI-MJ,SL,7/12/2017,9:05,52KG,16.97,110,1/12/1997,205.04,RAIL,GR,657,990,RR,22.32,LWR,STRAIGHT,6,28/9/2017
NWR,JU,MKN-DNA,DN,11/4/2026,6:21,60KG,13.442,110,1/10/2021,46,CURVE,GR,70,925,LR,22.32,LWR,STRAIGHT,6,10/2/2026
NWR,JU,MKN-DNA,UP,26/8/2017,8:00,52KG,,110,1/8/2007,240.37,RAIL,GR,69,984,LR,22.32,LWR,STRAIGHT,9,11/8/2017
NWR,JU,MTD-JU,DN,22/6/2019,5:20,52KG,19.82,110,1/3/2007,183.86,SEJ,GR,622,426,LR,22.32,SWR,STRAIGHT,6,19/4/2019
NWR,JU,MTD-JU,DN,27/11/2020,4:00,52KG,15.46,110,1/2/1994,268.68,SEJ,GR,622,588,LR,22.32,SWR,STRAIGHT,4,27/10/2020
NWR,JU,MTD-JU,UP,14/9/2016,10:05,52KG,18.23,110,1/3/1994,379.77,RAIL,GR,531,1,LR,22.32,SWR,CURVE,6,16/7/2016
NWR,JU,MTD-JU,UP,17/9/2017,6:55,52KG,17.95,110,1/4/1994,416.18,RAIL,GR,532,39,RR,22.32,SWR,STRAIGHT,6,10/7/2017
NWR,JU,MTD-JU,UP,10/10/2018,8:40,52KG,18.72,110,1/2/1994,227.4,SEJ,GR,623,47,LR,22.32,SWR,STRAIGHT,4,19/9/2018
NWR,JU,MTD-JU,UP,12/9/2018,6:45,52KG,18.72,110,1/3/1994,451.79,SEJ,GR,531,80,RR,22.32,SWR,CURVE,6,5/7/2018
NWR,JU,MTD-JU,UP,31/10/2018,8:15,52KG,18.72,110,1/4/1993,454.78,LWR,GR,559,107,LR,22.32,LWR,STRAIGHT,6,13/10/2018
NWR,JU,MTD-JU,UP,9/10/2017,10:00,52KG,17.95,110,1/4/1994,419.22,RAIL,GR,532,108,RR,22.32,SWR,STRAIGHT,6,10/7/2017
NWR,JU,MTD-JU,UP,7/3/2017,7:00,52KG,17.95,110,1/6/1994,398.05,RAIL,OBS Joggled Plate,553,145,RR,22.32,LWR,STRAIGHT,6,17/1/2017
NWR,JU,MTD-JU,UP,21/1/2018,6:20,52KG,18.72,110,1/6/2008,296.1,RAIL,GR,612,169,RR,22.32,LWR,STRAIGHT,6,20/1/2018
NWR,JU,MTD-JU,UP,23/12/2017,6:40,52KG,17.95,110,1/12/1993,425.3,RAIL,GR,575,227,LR,22.32,LWR,STRAIGHT,6,13/10/2017
NWR,JU,MTD-JU,UP,6/8/2019,5:30,52KG,19.81,110,1/3/1994,486.88,SEJ,GR,526,283,LR,22.32,LWR,STRAIGHT,6,18/6/2019
NWR,JU,MTD-JU,UP,23/1/2019,7:15,52KG,19.81,110,1/4/1994,463.75,SEJ,OBS Joggled Plate,547,286,LR,22.32,SWR,STRAIGHT,6,29/12/2018
NWR,JU,MTD-JU,UP,8/1/2019,0:35,52KG,19.81,110,1/7/2015,129.68,POINTS AND CROSSING,GR,542,293,LR,22.32,LWR,STRAIGHT,6,28/12/2018
NWR,JU,MTD-JU,UP,15/11/2016,9:20,52KG,18.23,110,1/5/1994,385.86,RAIL,GR,547,305,RR,22.32,SWR,STRAIGHT,6,21/10/2016
NWR,JU,MTD-JU,UP,26/12/2017,7:10,52KG,17.95,110,1/2/2012,213.96,RAIL,GR,576,320,RR,22.32,LWR,STRAIGHT,6,13/10/2017
NWR,JU,MTD-JU,UP,19/2/2019,5:00,52KG,19.81,110,1/4/1993,466.74,LWR,GR,559,410,LR,22.32,SWR,STRAIGHT,6,5/1/2019
NWR,JU,MTD-JU,UP,17/9/2017,6:50,52KG,17.95,110,1/7/2016,45.58,RAIL,GR,559,413,RR,22.32,LWR,STRAIGHT,6,18/7/2017
NWR,JU,MTD-JU,UP,23/12/2018,7:45,52KG,18.72,110,1/7/1994,460.76,SEJ,GR,558,425,RR,22.32,SWR,STRAIGHT,6,12/10/2018
NWR,JU,MTD-JU,UP,24/4/2019,5:05,52KG,19.81,110,1/2/1994,236.38,SEJ,GR,623,452,LR,22.32,SWR,STRAIGHT,4,20/4/2019
NWR,JU,MTD-JU,UP,8/11/2018,17:20,52KG,18.72,110,1/4/1994,457.77,SEJ,GR,548,457,RR,22.32,LWR,STRAIGHT,6,6/10/2018
NWR,JU,MTD-JU,UP,25/11/2018,22:40,52KG,18.72,110,1/10/2017,41.87,LWR,GR,578,480,RR,22.32,LWR,STRAIGHT,6,6/10/2018
NWR,JU,MTD-JU,UP,15/2/2018,12:30,52KG,18.72,110,1/7/2016,60.77,RAIL,GR,584,502,LR,22.32,LWR,STRAIGHT,6,16/1/2018
NWR,JU,MTD-JU,UP,27/10/2016,5:00,52KG,18.23,110,1/4/1994,382.82,RAIL,GR,538,511,RR,22.32,LWR,STRAIGHT,6,18/10/2016
