RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,KM,METER,LRRR,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,TESTING_FREQ,USFDTESTDATE
CR,BSL,AK- MZR,DN,19/12/2017,3:38,60KG,39.51,130,1/1/1995,693.8,RAIL,GR,616,40,LR,22.32,LWR,STRAIGHT,3,2/11/2017
CR,BSL,AK- MZR,DN,24/12/2017,6:25,60KG,39.51,130,1/4/1995,690.19,RAIL,GR,602,68,RR,22.32,LWR,CURVE,3,30/10/2017
CR,BSL,AK- MZR,DN,10/2/2021,7:15,60KG,44,130,1/1/1994,825.04,SEJ,GR,593,334,LR,22.32,LWR,STRAIGHT,3,16/12/2020
CR,BSL,AK- MZR,DN,13/5/2017,8:05,60KG,39.51,130,1/1/1995,693.8,RAIL,GR,602,424,RR,22.32,SWR,STRAIGHT,3,29/4/2017
CR,BSL,AK- MZR,DN,1/2/2019,8:50,60KG,33.24,130,1/1/1995,727.81,SEJ,GR,608,442,LR,22.32,LWR,STRAIGHT,3,28/1/2019
CR,BSL,AK- MZR,DN,28/10/2019,0:50,60KG,33.24,130,1/12/1995,743.38,SEJ,GR,612,490,RR,22.32,LWR,STRAIGHT,3,2/8/2019
CR,BSL,AK- MZR,DN,7/12/2020,7:20,60KG,21.63,130,1/1/1995,803.43,SEJ,GR,613,536,LR,22.32,LWR,STRAIGHT,3,22/10/2020
CR,BSL,AK- MZR,DN,8/1/2019,4:36,60KG,33.24,130,1/1/1995,724.65,SEJ,GR,601,827,LR,22.32,LWR,CURVE,3,16/10/2018
CR,BSL,AK- MZR,DN,1/12/2017,15:40,60KG,39.51,130,1/1/2008,400.69,RAIL,GR,611,828,LR,22.32,LWR,CURVE,3,31/10/2017
CR,BSL,AK- MZR,UP,20/12/2019,1:55,60KG,53.08,130,1/1/2017,164.51,LWR,GR,610,424,LR,22.32,LWR,STRAIGHT,2,23/11/2019
CR,BSL,AK- MZR,UP,25/3/2022,12:50,60KG,48,130,1/8/2021,118.39,LWR,GR,602,670,LR,22.32,LWR,STRAIGHT,2,4/3/2022
CR,BSL,AK- MZR,UP,8/1/2025,4:05,60KG,56.893,130,1/10/2011,687,SEJ,GR,610,728,LR,22.32,LWR,STRAIGHT,2,20/12/2024
CR,BSL,AK- MZR,UP,11/12/2019,8:28,60KG,53.08,130,1/6/2011,472.86,SEJ,GR,613,730,LR,22.32,LWR,STRAIGHT,2,23/11/2019
CR,BSL,BD - PLO,DN,14/2/2022,0:24,60KG,53,130,1/1/1996,832.77,SEJ,GR,664,469,RR,22.9,LWR,STRAIGHT,3,13/12/2021
CR,BSL,BSL-JM,DN,11/11/2022,9:00,60KG,44,130,1/1/2007,592.1,SEJ,GR,502,21,LR,22.32,LWR,STRAIGHT,3,19/9/2022
CR,BSL,BSL-JM,DN,27/7/2019,22:15,60KG,33.24,130,1/2/2001,634.64,SEJ,GR,465,54,RR,22.32,LWR,CURVE,3,19/6/2019
CR,BSL,BSL-JM,DN,11/2/2020,0:50,60KG,21.63,130,1/2/2006,532.03,SEJ,GR,493,77,LR,22.32,LWR,STRAIGHT,3,3/1/2020
CR,BSL,BSL-JM,DN,18/4/2018,5:50,52KG,39.51,130,1/9/2007,425.05,RAIL,OBS Joggled Plate,445,80,RR,22.32,SWR,STRAIGHT,3,17/4/2018
CR,BSL,BSL-JM,DN,3/9/2018,8:30,52KG,39.51,130,1/11/2006,452.63,SEJ,GR,446,86,RR,22.32,SWR,STRAIGHT,3,17/7/2018
CR,BSL,BSL-JM,DN,14/11/2017,3:30,52KG,39.51,130,1/12/2016,43.65,RAIL,GR,445,139,RR,22.32,SWR,STRAIGHT,3,13/10/2017
CR,BSL,BSL-JM,DN,5/11/2019,8:35,52KG,33.24,130,1/2/2008,465.06,RAIL,GR,446,196,RR,22.32,SWR,STRAIGHT,3,16/10/2019
CR,BSL,BSL-JM,DN,8/8/2020,8:40,52KG,21.63,130,1/2/2008,494.7,SEJ,GR,446,235,LR,22.32,SWR,STRAIGHT,3,7/7/2020
CR,BSL,BSL-JM,DN,30/8/2017,7:15,60KG,39.51,130,1/2/2001,850.07,RAIL,GR,470,254,RR,22.32,LWR,CURVE,3,24/7/2017
CR,BSL,BSL-JM,DN,1/11/2017,7:40,60KG,39.51,130,1/2/2001,857.35,RAIL,GR,470,682,RR,22.32,LWR,CURVE,3,16/9/2017
CR,BSL,BSL-JM,DN,7/11/2020,4:40,52KG,21.63,130,1/4/2004,613.66,SEJ,GR,444,808,LR,22.32,SWR,STRAIGHT,3,7/10/2020
CR,BSL,BSL-JM,DN,22/5/2021,9:55,60KG,44,130,1/7/2020,36.22,LWR,GR,493,840,RR,22.32,LWR,STRAIGHT,3,2/4/2021
CR,BSL,BSL-JM,UP,10/12/2024,6:15,60KG,53.415,130,1/11/2019,239,CURVE,GR,475,3,LR,22.32,SWR,CURVE,2,11/11/2024
CR,BSL,BSL-JM,UP,28/12/2018,7:00,52KG,55.28,130,1/8/2007,595.95,SEJ,GR,447,64,RR,22.32,SWR,STRAIGHT,2,3/11/2018
CR,BSL,BSL-JM,UP,9/12/2019,9:45,52KG,53.08,130,1/7/2004,802.39,RAIL,GR,446,208,LR,22.32,SWR,STRAIGHT,2,4/12/2019
CR,BSL,BSL-JM,UP,31/8/2021,11:30,52KG,48,130,1/6/2020,73.71,RAIL,GR,446,459,LR,22.32,SWR,STRAIGHT,2,7/8/2021
CR,BSL,BSL-JM,UP,5/12/2021,8:20,60KG,48,130,1/7/2019,132.7,LWR,GR,521,486,LR,22.32,LWR,STRAIGHT,2,10/11/2021
CR,BSL,BSL-JM,UP,22/1/2019,6:40,60KG,53.08,130,1/10/2002,813.96,SEJ,GR,461,508,LR,22.32,LWR,STRAIGHT,2,17/1/2019
CR,BSL,BSL-JM,UP,22/11/2020,4:40,60KG,36.53,130,1/5/2017,198.09,SEJ,GR,445,531,LR,22.32,LWR,STRAIGHT,2,14/11/2020
CR,BSL,BSL-JM,UP,29/10/2018,20:30,52KG,55.28,130,1/5/2006,650.25,SEJ,GR,444,647,RR,22.32,SWR,STRAIGHT,2,23/9/2018
CR,BSL,BSL-JM,UP,29/10/2018,20:30,60KG,55.28,130,1/12/2000,877.48,SEJ,GR,444,677,RR,22.32,SWR,STRAIGHT,2,23/9/2018
CR,BSL,BSL-JM,UP,26/12/2019,8:30,60KG,53.08,130,1/1/2018,110.56,SEJ,GR,444,812,LR,22.32,SWR,STRAIGHT,2,17/12/2019
CR,BSL,BSL-KNW,DN,27/12/2019,3:35,60KG,31.22,110,1/4/2004,392.23,SEJ,GR,483,61,RR,22.32,LWR,STRAIGHT,3,7/12/2019
CR,BSL,BSL-KNW,DN,13/2/2023,8:45,60KG,34.053,110,1/3/2006,410.64,SEJ,GR,457,133,RR,22.32,LWR,CURVE,3,10/1/2023
CR,BSL,BSL-KNW,DN,3/3/2019,7:40,52KG,31.22,110,1/10/2007,292.13,SEJ,GR,448,178,LR,22.32,LWR,STRAIGHT,3,24/12/2018
CR,BSL,BSL-KNW,DN,16/1/2019,9:40,60KG,31.22,110,1/2/2004,369.91,SEJ,GR,496,195,RR,22.32,LWR,STRAIGHT,3,3/12/2018
CR,BSL,BSL-KNW,DN,27/1/2018,8:20,60KG,28.5,110,1/4/2004,338.3,RAIL,GR,464,257,LR,22.32,LWR,STRAIGHT,3,3/1/2018
CR,BSL,BSL-KNW,DN,8/10/2019,6:58,52KG,31.22,110,1/10/2007,309.42,SEJ,GR,448,341,LR,22.32,LWR,STRAIGHT,3,27/9/2019
CR,BSL,BSL-KNW,DN,23/12/2018,7:00,52KG,28.5,110,1/10/2007,285.09,SEJ,GR,447,347,RR,22.32,LWR,CURVE,3,6/10/2018
CR,BSL,BSL-KNW,DN,30/10/2022,2:00,60KG,31,110,1/10/2019,96.26,SEJ,GR,465,388,RR,22.32,LWR,STRAIGHT,3,1/9/2022
CR,BSL,BSL-KNW,DN,13/9/2019,23:56,60KG,31.22,110,1/1/2008,301.69,SEJ,GR,565,395,RR,22.32,LWR,STRAIGHT,3,19/8/2019
CR,BSL,BSL-KNW,DN,15/7/2021,8:30,60KG,31,110,1/5/2016,149.32,RAIL,GR,524,468,LR,22.32,SWR,STRAIGHT,3,15/6/2021
CR,BSL,BSL-KNW,DN,13/12/2019,19:20,52KG,31.22,110,1/10/2007,314.17,SEJ,GR,447,500,LR,22.32,LWR,CURVE,3,27/9/2019
CR,BSL,BSL-KNW,DN,24/4/2021,6:43,60KG,31,110,1/4/2001,513.77,SEJ,GR,477,509,LR,22.32,LWR,STRAIGHT,3,5/3/2021
CR,BSL,BSL-KNW,DN,2/11/2017,6:50,60KG,28.5,110,1/8/1996,507.85,RAIL,GR,510,509,RR,22.32,LWR,STRAIGHT,3,13/9/2017
CR,BSL,BSL-KNW,DN,9/1/2018,6:30,60KG,28.5,110,1/4/1997,498.59,RAIL,GR,501,516,RR,22.32,LWR,CURVE,3,13/12/2017
CR,BSL,BSL-KNW,DN,3/6/2022,0:10,60KG,31,110,1/4/2016,186.64,LWR,GR,479,518,LR,22.32,LWR,CURVE,3,14/3/2022
CR,BSL,BSL-KNW,DN,21/10/2021,7:15,60KG,31,110,1/8/2020,460.63,SEJ,GR,565,519,RR,22.32,LWR,STRAIGHT,3,20/8/2021
CR,BSL,BSL-KNW,DN,15/10/2019,10:00,52KG,31.22,110,1/10/2007,309.42,SEJ,GR,447,561,RR,22.32,LWR,CURVE,3,27/9/2019
CR,BSL,BSL-KNW,DN,3/4/2022,5:55,60KG,31,110,1/7/2003,486.99,SEJ,GR,459,638,RR,22.32,LWR,STRAIGHT,3,11/2/2022
CR,BSL,BSL-KNW,DN,30/12/2018,0:05,60KG,28.5,110,1/8/1996,535.09,SEJ,GR,508,660,RR,22.32,LWR,STRAIGHT,3,30/11/2018
CR,BSL,BSL-KNW,DN,13/9/2017,13:30,60KG,28.5,110,1/4/2001,421.84,RAIL,GR,477,675,LR,22.32,LWR,STRAIGHT,3,28/6/2017
CR,BSL,BSL-KNW,DN,22/10/2019,5:00,52KG,31.22,110,1/10/2007,309.42,SEJ,GR,447,681,LR,22.32,LWR,CURVE,3,27/9/2019
CR,BSL,BSL-KNW,DN,28/11/2018,7:30,60KG,28.5,110,1/4/2004,360.8,LWR,GR,487,682,LR,22.32,LWR,STRAIGHT,3,25/9/2018
CR,BSL,BSL-KNW,DN,31/8/2018,8:35,60KG,28.5,110,1/4/1997,514.05,SEJ,GR,502,705,RR,22.32,LWR,STRAIGHT,3,16/6/2018
CR,BSL,BSL-KNW,DN,25/8/2018,16:50,60KG,28.5,110,1/4/2004,353.76,POINTS AND CROSSING,GR,487,718,RR,22.32,LWR,STRAIGHT,3,25/6/2018
CR,BSL,BSL-KNW,DN,23/3/2019,7:00,60KG,31.22,110,1/7/2004,367.61,POINTS AND CROSSING,GR,459,755,LR,22.32,LWR,STRAIGHT,3,17/3/2019
CR,BSL,BSL-KNW,DN,14/9/2018,2:20,52KG,28.5,110,1/12/2001,420.91,SEJ,GR,554,761,LR,22.32,LWR,STRAIGHT,3,21/8/2018
CR,BSL,BSL-KNW,DN,27/6/2020,8:00,60KG,17.79,110,1/8/1996,578.42,SEJ,GR,514,783,RR,22.32,LWR,CURVE,3,16/5/2020
CR,BSL,BSL-KNW,DN,12/6/2022,8:18,60KG,31,110,1/8/2020,484.84,SEJ,GR,565,804,RR,22.32,LWR,STRAIGHT,3,10/5/2022
CR,BSL,BSL-KNW,DN,20/8/2020,5:40,60KG,17.79,110,1/1/2000,516.29,SEJ,GR,556,804,RR,22.32,LWR,STRAIGHT,3,5/8/2020
CR,BSL,BSL-KNW,DN,20/10/2019,10:08,52KG,31.22,110,1/7/2007,314.77,SEJ,GR,448,806,RR,22.32,LWR,CURVE,3,27/9/2019
CR,BSL,BSL-KNW,DN,29/9/2020,6:40,60KG,17.79,110,1/1/2003,447.34,SEJ,GR,498,824,LR,22.32,LWR,STRAIGHT,3,21/8/2020
CR,BSL,BSL-KNW,DN,26/4/2019,18:30,60KG,31.22,110,1/11/2016,71.11,POINTS AND CROSSING,GR,478,832,LR,22.32,SWR,STRAIGHT,3,9/3/2019
CR,BSL,BSL-KNW,DN,8/7/2019,2:30,60KG,31.22,110,1/1/2003,414.09,SEJ,GR,498,832,LR,22.32,LWR,STRAIGHT,3,29/5/2019
CR,BSL,BSL-KNW,DN,28/11/2021,6:25,60KG,31,110,1/1/2008,820.69,SEJ,GR,565,929,RR,22.32,LWR,STRAIGHT,3,22/11/2021
CR,BSL,BSL-KNW,DN,22/11/2019,8:05,52KG,31.22,110,1/12/2006,329.87,SEJ,GR,446,952,LR,22.32,LWR,STRAIGHT,3,27/9/2019
CR,BSL,BSL-KNW,DN,16/11/2020,2:15,60KG,17.79,110,1/1/2003,452.09,SEJ,GR,498,956,LR,22.32,LWR,STRAIGHT,3,21/8/2020
CR,BSL,BSL-KNW,DN,7/12/2019,0:05,52KG,31.22,110,1/12/2006,332.25,SEJ,GR,446,973,RR,22.32,LWR,STRAIGHT,3,27/9/2019
CR,BSL,BSL-KNW,DN,23/7/2020,7:30,60KG,17.79,110,1/1/2003,442.59,SEJ,GR,498,981,RR,22.32,LWR,STRAIGHT,3,21/5/2020
CR,BSL,BSL-KNW,DN,10/12/2019,12:20,60KG,31.22,110,1/4/2001,475.77,LWR,GR,507,984,LR,22.32,LWR,STRAIGHT,3,30/11/2019
CR,BSL,BSL-KNW,UP,16/12/2020,23:08,60KG,23.92,110,1/11/2020,523,SEJ,GR,567,104,RR,22.32,LWR,STRAIGHT,3,25/9/2020
CR,BSL,BSL-KNW,UP,9/6/2023,10:25,52KG,24.973,110,1/7/2007,430.57,SEJ,GR,447,105,LR,22.32,SWR,STRAIGHT,3,18/5/2023
CR,BSL,BSL-KNW,UP,29/6/2019,11:15,60KG,29.18,110,1/1/1999,511.36,SEJ,GR,556,183,LR,22.32,LWR,STRAIGHT,3,24/6/2019
CR,BSL,BSL-KNW,UP,11/7/2020,6:45,60KG,23.92,110,1/2/2020,579.99,SEJ,GR,552,196,RR,22.32,LWR,STRAIGHT,3,23/6/2020
CR,BSL,BSL-KNW,UP,15/1/2020,14:15,60KG,23.92,110,1/12/2009,294.78,SEJ,GR,465,210,RR,22.32,LWR,STRAIGHT,3,23/10/2019
CR,BSL,BSL-KNW,UP,31/5/2018,5:50,60KG,29.97,110,1/1/1999,473.91,SEJ,GR,552,257,RR,22.32,LWR,STRAIGHT,3,25/4/2018
CR,BSL,BSL-KNW,UP,24/1/2024,8:35,60KG,31.713,110,1/10/2013,760,SEJ,GR,484,282,RR,22.32,LWR,STRAIGHT,3,25/12/2023
CR,BSL,BSL-KNW,UP,21/1/2018,8:30,60KG,29.97,110,1/4/2000,449.58,RAIL,GR,497,323,LR,22.32,LWR,STRAIGHT,3,25/11/2017
CR,BSL,BSL-KNW,UP,29/12/2018,19:35,60KG,29.97,110,1/1/1997,516.76,SEJ,GR,544,328,LR,22.32,LWR,STRAIGHT,3,27/10/2018
CR,BSL,BSL-KNW,UP,28/12/2019,8:05,60KG,29.18,110,1/1/1999,523.84,SEJ,GR,556,340,RR,22.32,LWR,STRAIGHT,3,29/9/2019
CR,BSL,BSL-KNW,UP,8/12/2020,9:32,60KG,23.92,110,1/9/2020,579.99,SEJ,GR,551,377,RR,22.32,LWR,STRAIGHT,3,19/9/2020
CR,BSL,BSL-KNW,UP,23/1/2022,9:25,60KG,31,110,1/4/1997,607.07,SEJ,GR,489,399,RR,22.32,LWR,STRAIGHT,3,29/11/2021
CR,BSL,BSL-KNW,UP,9/1/2018,23:05,52KG,29.97,110,1/6/1993,547.59,RAIL,GR,524,425,LR,22.32,FP/SR,STRAIGHT,3,24/11/2017
CR,BSL,BSL-KNW,UP,10/10/2017,12:30,60KG,29.97,110,1/2/1997,551.76,LWR,GR,464,440,RR,22.32,LWR,STRAIGHT,3,11/8/2017
CR,BSL,BSL-KNW,UP,26/11/2021,22:50,60KG,31,110,1/9/2020,606.48,SEJ,GR,551,476,LR,22.32,LWR,STRAIGHT,3,13/10/2021
CR,BSL,BSL-KNW,UP,14/11/2017,2:20,52KG,29.97,110,1/8/2003,379.62,RAIL,GR,524,486,RR,22.32,FP/SR,STRAIGHT,3,24/8/2017
CR,BSL,BSL-KNW,UP,19/12/2018,4:35,60KG,29.97,110,1/1/1999,490.15,SEJ,GR,552,539,RR,22.32,LWR,STRAIGHT,3,23/10/2018
CR,BSL,BSL-KNW,UP,17/11/2020,7:10,60KG,23.92,110,1/3/2015,171.3,SEJ,GR,536,541,RR,22.32,LWR,CURVE,3,22/10/2020
CR,BSL,BSL-KNW,UP,7/2/2020,8:30,52KG,23.92,110,1/9/2007,347.66,LWR,GR,448,595,LR,22.32,LWR,STRAIGHT,3,24/12/2019
CR,BSL,BSL-KNW,UP,5/3/2021,3:40,60KG,31,110,1/12/2018,158.93,SEJ,GR,468,725,LR,22.32,SWR,STRAIGHT,3,18/1/2021
CR,BSL,BSL-KNW,UP,9/8/2021,9:20,60KG,31,110,1/1/1999,573.79,POINTS AND CROSSING,GR,555,750,RR,22.32,LWR,STRAIGHT,3,14/7/2021
CR,BSL,BSL-KNW,UP,27/9/2021,3:10,60KG,31,110,1/1/1997,602.9,SEJ,GR,548,780,RR,22.32,LWR,CURVE,3,17/7/2021
CR,BSL,BSL-KNW,UP,22/9/2020,10:06,60KG,23.92,110,1/12/1994,600.89,LWR,GR,543,868,RR,22.32,LWR,STRAIGHT,3,17/9/2020
CR,BSL,BSL-KNW,UP,11/12/2020,6:15,60KG,23.92,110,1/7/2020,523.99,SEJ,GR,564,888,RR,22.32,LWR,CURVE,3,24/9/2020
CR,BSL,BSL-KNW,UP,20/12/2021,9:40,60KG,31,110,1/4/2015,199.1,SEJ,GR,534,931,RR,22.32,LWR,CURVE,3,11/10/2021
CR,BSL,BSL-KNW,UP,16/11/2022,8:50,60KG,31,110,1/12/1996,636.16,SEJ,GR,466,934,RR,22.32,LWR,STRAIGHT,3,19/10/2022
CR,BSL,BSL-KNW,UP,22/6/2019,1:30,60KG,29.18,110,1/4/1997,531.88,SEJ,GR,488,1013,LR,22.32,LWR,STRAIGHT,3,13/5/2019
CR,BSL,CSN-PC,DN,24/1/2018,10:00,60KG,43.04,130,1/2/1993,732.6,RAIL,GR,371,56,RR,22.32,LWR,STRAIGHT,2,24/12/2017
CR,BSL,CSN-PC,DN,2/11/2017,11:40,60KG,43.04,130,1/7/1990,772.06,RAIL,GR,345,373,RR,22.32,LWR,STRAIGHT,2,31/8/2017
CR,BSL,CSN-PC,DN,7/2/2021,6:00,60KG,42,130,1/8/2007,539.08,SEJ,GR,350,648,LR,22.32,LWR,STRAIGHT,2,13/1/2021
CR,BSL,CSN-PC,DN,29/11/2017,3:08,60KG,43.04,130,1/7/1990,772.06,RAIL,GR,344,768,LR,22.32,LWR,STRAIGHT,2,2/11/2017
CR,BSL,CSN-PC,UP,24/11/2017,4:45,60KG,46.16,130,1/12/2009,356.13,RAIL,GR,367,50,RR,22.32,LWR,CURVE,2,13/11/2017
CR,BSL,CSN-PC,UP,23/9/2020,6:30,60KG,33,130,1/9/2001,768.46,SEJ,GR,332,161,LR,22.32,LWR,STRAIGHT,2,19/8/2020
CR,BSL,CSN-PC,UP,23/7/2018,1:00,60KG,46.16,130,1/5/2002,647.38,SEJ,GR,329,212,RR,22.32,LWR,STRAIGHT,2,23/6/2018
CR,BSL,CSN-PC,UP,27/2/2020,2:20,60KG,33,130,1/1/2014,282.27,SEJ,GR,336,222,RR,22.32,LWR,STRAIGHT,2,19/2/2020
CR,BSL,CSN-PC,UP,2/1/2020,8:30,60KG,33,130,1/4/2004,663.25,SEJ,GR,330,296,RR,22.32,LWR,STRAIGHT,2,17/12/2019
CR,BSL,CSN-PC,UP,2/1/2019,8:32,60KG,41.53,130,1/9/2001,737.69,SEJ,GR,333,296,RR,22.32,LWR,STRAIGHT,2,26/12/2018
CR,BSL,CSN-PC,UP,27/2/2019,7:25,60KG,41.53,130,1/4/2004,616.56,SEJ,GR,330,386,RR,22.32,LWR,STRAIGHT,2,22/2/2019
CR,BSL,CSN-PC,UP,1/12/2014,8:10,60KG,46.6,130,1/8/2003,445.81,RAIL,GR,327,505,RR,22.32,LWR,STRAIGHT,2,7/8/2013
CR,BSL,CSN-PC,UP,6/1/2018,7:25,60KG,46.16,130,1/12/2014,145.19,RAIL,GR,327,505,RR,22.32,LWR,STRAIGHT,2,19/12/2017
CR,BSL,CSN-PC,UP,12/3/2021,1:05,60KG,40,130,1/9/2001,791.54,SEJ,GR,331,542,LR,22.32,LWR,STRAIGHT,2,17/2/2021
CR,BSL,CSN-PC,UP,7/9/2021,8:35,60KG,40,130,1/8/2005,694.38,SEJ,GR,347,622,RR,22.32,LWR,STRAIGHT,2,19/8/2021
CR,BSL,CSN-PC,UP,12/5/2023,10:25,60KG,43.281,130,1/9/2021,57.75,CURVE,GR,336,681,LR,22.32,LWR,STRAIGHT,2,28/3/2023
CR,BSL,CSN-PC,UP,9/10/2019,7:50,60KG,41.53,130,1/4/2004,651.71,SEJ,GR,330,684,LR,22.32,LWR,STRAIGHT,2,19/8/2019
CR,BSL,CSN-PC,UP,2/12/2021,6:00,60KG,40,130,1/8/2005,693.18,SEJ,GR,346,811,RR,22.32,LWR,CURVE,2,21/10/2021
CR,BSL,CSN-PC,UP,26/12/2020,2:58,60KG,33,130,1/9/2001,780,SEJ,GR,331,844,RR,22.32,LWR,STRAIGHT,2,18/12/2020
CR,BSL,JL-BSL,DN,10/1/2019,1:55,60KG,57.2,130,1/1/2004,783.18,SEJ,GR,420,573,LR,22.32,LWR,STRAIGHT,1.5,7/12/2018
CR,BSL,JL-BSL,DN,10/1/2019,1:55,60KG,57.2,130,1/1/2004,783.18,SEJ,GR,420,573,LR,22.32,LWR,STRAIGHT,1.5,7/12/2018
CR,BSL,JL-BSL,DN,3/12/2021,4:32,60KG,65,130,1/9/2020,76.27,SEJ,GR,420,587,RR,22.32,LWR,STRAIGHT,1.5,9/11/2021
CR,BSL,JL-BSL,DN,8/11/2021,6:23,60KG,65,130,1/8/2009,719.73,SEJ,GR,429,654,LR,22.32,LWR,STRAIGHT,1.5,21/10/2021
CR,BSL,JL-BSL,DN,19/12/2021,4:12,60KG,65,130,1/10/2019,719.7,SEJ,GR,433,792,LR,22.32,LWR,STRAIGHT,1.5,15/12/2021
CR,BSL,JL-BSL,DN,30/8/2021,7:12,60KG,65,130,1/2/2009,727.39,SEJ,GR,426,810,RR,22.32,LWR,STRAIGHT,1.5,3/8/2021
CR,BSL,JL-BSL,DN,11/3/2020,8:10,60KG,39.79,130,1/1/2004,855.18,SEJ,GR,420,941,LR,22.32,LWR,STRAIGHT,1.5,25/2/2020
CR,BSL,JL-BSL,UP,17/10/2019,20:00,60KG,65.81,130,1/1/2005,976.44,SEJ,GR,431,15,RR,22.32,SWR,STRAIGHT,1.5,16/9/2019
CR,BSL,JL-BSL,UP,5/3/2020,8:02,60KG,50.45,130,1/4/2008,810.93,SEJ,GR,443,23,LR,22.32,SWR,CURVE,1.5,2/2/2020
CR,BSL,JL-BSL,UP,28/6/2018,23:30,60KG,70.86,130,1/4/2008,876.51,SEJ,GR,443,65,LR,22.32,SWR,STRAIGHT,1.5,26/6/2018
CR,BSL,JL-BSL,UP,28/6/2018,23:30,60KG,70.86,130,1/4/2008,865.2,SEJ,GR,443,74,LR,22.32,SWR,STRAIGHT,1.5,26/6/2018
CR,BSL,JL-BSL,UP,26/1/2019,7:25,60KG,65.81,130,1/3/2013,416.25,SEJ,GR,421,102,RR,22.32,LWR,STRAIGHT,1.5,27/12/2018
CR,BSL,JL-BSL,UP,1/1/2020,10:00,60KG,50.45,130,1/12/2005,943.11,SEJ,GR,432,168,RR,22.32,SWR,STRAIGHT,1.5,10/12/2019
CR,BSL,JL-BSL,UP,12/8/2018,8:20,60KG,70.86,130,1/12/2005,838.5,SEJ,OBS Joggled Plate,421,319,RR,22.32,LWR,STRAIGHT,1.5,4/7/2018
CR,BSL,JL-BSL,UP,23/12/2018,0:35,60KG,70.86,130,1/12/2005,861.13,SEJ,GR,421,325,RR,22.32,LWR,STRAIGHT,1.5,13/11/2018
CR,BSL,JL-BSL,UP,25/10/2018,8:45,60KG,70.86,130,1/12/2005,849.81,SEJ,GR,421,331,RR,22.32,LWR,STRAIGHT,1.5,27/9/2018
CR,BSL,JL-BSL,UP,5/11/2017,9:05,60KG,70.86,130,1/8/2004,873.32,RAIL,GR,432,347,LR,22.32,LWR,STRAIGHT,1.5,14/10/2017
CR,BSL,JL-BSL,UP,14/12/2018,7:55,60KG,70.86,130,1/12/2005,861.13,SEJ,GR,421,360,LR,22.32,LWR,STRAIGHT,1.5,13/11/2018
CR,BSL,JL-BSL,UP,29/10/2018,7:00,60KG,70.86,130,1/12/2005,849.81,SEJ,GR,422,375,LR,22.32,LWR,STRAIGHT,1.5,28/9/2018
CR,BSL,JL-BSL,UP,28/11/2018,4:20,60KG,70.86,130,1/12/2005,855.47,SEJ,GR,421,381,RR,22.32,LWR,STRAIGHT,1.5,13/11/2018
CR,BSL,JL-BSL,UP,17/1/2020,0:05,60KG,50.45,130,1/10/2016,234.71,POINTS AND CROSSING,GR,443,466,RR,22.32,SWR,CURVE,1.5,13/12/2019
CR,BSL,JL-BSL,UP,29/1/2019,3:10,60KG,65.81,130,1/12/2005,866.78,SEJ,GR,421,864,LR,22.32,LWR,STRAIGHT,1.5,27/12/2018
CR,BSL,JL-BSL,UP,25/11/2018,10:10,60KG,70.86,130,1/12/2005,855.47,SEJ,GR,422,915,LR,22.32,LWR,STRAIGHT,1.5,13/11/2018
CR,BSL,JL-BSL,UP,30/7/2021,8:45,60KG,62,130,1/3/2021,35.43,LWR,GR,437,918,RR,22.32,LWR,STRAIGHT,1.5,30/6/2021
CR,BSL,JL-BSL,UP,5/9/2018,7:00,60KG,70.86,130,1/11/2008,664.2,SEJ,GR,442,988,LR,22.32,LWR,STRAIGHT,1.5,6/8/2018
CR,BSL,JM - AK,DN,3/9/2018,10:45,60KG,39.51,130,1/2/1993,742.73,SEJ,OBS Joggled Plate,574,125,RR,22.32,LWR,STRAIGHT,3,29/6/2018
CR,BSL,JM - AK,DN,12/2/2018,7:55,60KG,39.51,130,1/10/1991,755.22,RAIL,GR,559,192,RR,22.32,LWR,CURVE,3,19/12/2017
CR,BSL,JM - AK,DN,7/11/2017,8:40,60KG,39.51,130,1/12/1990,757.39,RAIL,GR,553,199,LR,22.32,LWR,STRAIGHT,3,18/10/2017
CR,BSL,JM - AK,DN,13/11/2017,6:50,60KG,39.51,130,1/12/1991,1170.63,RAIL,GR,575,241,LR,22.32,LWR,STRAIGHT,3,5/10/2017
CR,BSL,JM - AK,DN,26/7/2017,7:20,60KG,39.51,130,1/12/1991,1156.08,RAIL,GR,568,502,RR,22.32,LWR,STRAIGHT,2,5/6/2017
CR,BSL,JM - AK,DN,18/8/2017,7:20,60KG,39.51,130,1/1/1993,711.49,RAIL,OBS Joggled Plate,567,551,LR,22.32,LWR,STRAIGHT,2,31/7/2017
CR,BSL,JM - AK,DN,12/11/2017,7:20,60KG,39.51,130,1/12/1991,1170.63,RAIL,GR,571,726,RR,22.32,LWR,STRAIGHT,3,2/10/2017
CR,BSL,JM - AK,DN,11/10/2020,22:40,60KG,21.63,130,1/2/2008,501.28,SEJ,GR,546,785,LR,22.32,LWR,CURVE,3,13/8/2020
CR,BSL,JM - AK,DN,25/11/2017,6:55,60KG,39.51,130,1/12/1991,1170.63,RAIL,GR,566,983,RR,22.32,LWR,CURVE,2,29/9/2017
