RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,USFDTESTDATE,LRRR,KM,METER,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,SERVICE_LIFE,FRACTURE_DATE,LAYINGDATE,DURATION
CR,SUR,HG-WD,DN,2016-01-09-00.00.00,6:00,52KG,47.97,130,Oct-00,550.71,RAIL,GR,2016-01-05-00.00.00,RR,553,224,22.9,LWR,STRAIGHT,525,1/9/2016,10/1/2000,5578.00
CR,SUR,HG-WD,DN,2016-01-09-00.00.00,6:00,52KG,47.97,130,Oct-00,550.71,RAIL,GR,2016-01-05-00.00.00,RR,553,224,22.9,LWR,STRAIGHT,525,1/9/2016,10/1/2000,5578.00
CR,SUR,HG-WD,DN,2016-01-09-00.00.00,6:00,52KG,47.97,130,Oct-00,550.71,RAIL,GR,2016-01-05-00.00.00,RR,553,224,22.9,LWR,STRAIGHT,525,1/9/2016,10/1/2000,5578.00
NR,MB,RAC-BE,UP,2015-01-08-00.00.00,9:55,52KG,39.96,100,Oct-99,456.17,RAIL,GR,2014-12-14-00.00.00,RR,1308,226,22.32,LWR,STRAIGHT,525,1/8/2015,10/1/1999,5578.00
SWR,SBC,JTJ-SBC,DN,2017-12-09-00.00.00,7:15,52KG,25.94,130,Sep-02,238.91,RAIL,GR,2017-08-30-00.00.00,RR,325,935,22.9,LWR,STRAIGHT,525,12/9/2017,9/1/2002,5578.00
NR,MB,MB-GJL,UP,2019-07-11-00.00.00,8:00,52KG,21.84,110,Apr-04,244.68,SEJ,GR,2019-05-02-00.00.00,RR,6,191,22.32,LWR,STRAIGHT,525,7/11/2019,4/1/2004,5579.00
NWR,BKN,LGH-KLYT,SL,2022-07-11-00.00.00,5:50,52KG,28.29,110,Apr-07,224.99,SEJ,GR,2022-07-01-00.00.00,RR,18,586,22.32,LWR,STRAIGHT,525,7/11/2022,4/1/2007,5580.00
ECOR,KUR,KUR-NWP,DN,2018-12-12-00.00.00,4:08,60KG,41.67,130,Sep-03,451.49,SEJ,GR,2018-09-22-00.00.00,RR,581,299,25,SWR,STRAIGHT,800,12/12/2018,9/1/2003,5581.00
ECOR,WAT,KTV-SCMN,UP,2018-02-11-00.00.00,6:25,60KG,65.9,130,Nov-02,880.71,RAIL,GR,2018-02-03-00.00.00,LR,868,70,25,LWR,STRAIGHT,800,2/11/2018,11/1/2002,5581.00
ECOR,WAT,KTV-SCMN,UP,2018-02-11-00.00.00,6:25,60KG,65.9,130,Nov-02,880.71,RAIL,GR,2018-02-03-00.00.00,RR,868,27,25,LWR,CURVE,800,2/11/2018,11/1/2002,5581.00
CR,SUR,HG-WD,DN,2016-01-13-00.00.00,10:35,52KG,47.97,130,Oct-00,550.71,RAIL,GR,2016-01-05-00.00.00,RR,553,225,22.9,LWR,CURVE,525,1/13/2016,10/1/2000,5582.00
ECR,DNR,ARA-DLN,DN,2021-06-13-00.00.00,19:22,52KG,23.17,130,Mar-06,487.38,SEJ,GR,2021-06-08-00.00.00,LR,598,428,22.32,LWR,STRAIGHT,525,6/13/2021,3/1/2006,5583.00
NR,DLI,DLI-ROK,DN,2018-11-13-00.00.00,7:30,52KG,23.74,100,Aug-03,246.04,SEJ,GR,2018-11-01-00.00.00,RR,4,677,22.32,LWR,STRAIGHT,525,11/13/2018,8/1/2003,5583.00
SER,KGP,ROP-JKPR,UP,2018-05-16-00.00.00,23:15,60KG,39.32,130,Feb-03,377.15,RAIL,GR,2018-03-17-00.00.00,LR,285,641,25,LWR,STRAIGHT,800,5/16/2018,2/1/2003,5583.00
NCR,AGRA,RKM-MTJ,DN,2019-01-15-00.00.00,14:54,60KG,62.07,160,Oct-03,839.43,POINTS AND CROSSING,GR,2018-12-27-00.00.00,LR,1377,687,22.9,SWR,STRAIGHT,800,1/15/2019,10/1/2003,5585.00
NR,DLI,GHH-RE,DN,2021-10-15-00.00.00,4:05,52KG,27.91,110,Jul-06,337.39,SEJ,GR,2021-10-13-00.00.00,RR,41,966,22.9,LWR,STRAIGHT,525,10/15/2021,7/1/2006,5585.00
ECR,DHN,BRKA-GHD,UP,2016-11-18-00.00.00,6:00,60KG,58.57,100,Aug-01,594.63,RAIL,GR,2016-10-12-00.00.00,RR,170,420,22.9,LWR,STRAIGHT,800,11/18/2016,8/1/2001,5588.00
NR,DLI,GHH-RE,DN,2021-10-18-00.00.00,6:15,52KG,27.91,110,Jul-06,337.39,SEJ,GR,2021-07-22-00.00.00,LR,48,292,22.9,LWR,STRAIGHT,525,10/18/2021,7/1/2006,5588.00
NR,FZR,LDH-PHR,UP,2022-11-19-00.00.00,3:55,60KG,44.59,110,Aug-07,597.83,SEJ,GR,2022-11-15-00.00.00,LR,385,447,22.32,LWR,STRAIGHT,800,11/19/2022,8/1/2007,5589.00
ECOR,KUR,KUR-NWP,DN,2019-02-20-00.00.00,4:10,60KG,40.19,130,Nov-03,455,SEJ,GR,2018-12-17-00.00.00,RR,612,608,25,SWR,CURVE,800,2/20/2019,11/1/2003,5590.00
ER,HWH,BLY-SKG,IIIrd Line,2019-04-22-00.00.00,5:30,60KG,21.67,130,Jan-04,381.64,SEJ,GR,2019-03-27-00.00.00,LR,77,23,22.32,LWR,CURVE,800,4/22/2019,1/1/2004,5590.00
ECOR,KUR,KUR-NWP,DN,2020-07-22-00.00.00,11:00,60KG,33.95,130,Apr-05,486.25,SEJ,GR,2020-05-29-00.00.00,RR,662,718,25,SWR,STRAIGHT,800,7/22/2020,4/1/2005,5591.00
ECOR,WAT,NWP-VZM,UP,2020-02-23-00.00.00,6:25,60KG,39.02,130,Nov-04,616.6,SEJ,GR,2020-01-30-00.00.00,RR,807,216,25,SWR,STRAIGHT,800,2/23/2020,11/1/2004,5592.00
NFR,RNY,NBQ-RNY,DN,2018-03-24-00.00.00,8:52,52KG,,110,Dec-02,280.07,RAIL,GR,2018-01-16-00.00.00,LR,348,975,22.9,LWR,STRAIGHT,525,3/24/2018,12/1/2002,5592.00
NR,LKO,UTR-LKO,DN,2018-12-24-00.00.00,1:10,52KG,34.04,110,Sep-03,357.3,SEJ,GR,2018-12-04-00.00.00,LR,1068,854,22.32,LWR,CURVE,525,12/24/2018,9/1/2003,5593.00
ECR,SPJ,DBG - SKI,SL,2022-11-24-00.00.00,8:20,52KG,19,110,Aug-07,291.48,SEJ,GR,2022-09-20-00.00.00,RR,5,8795,22.32,LWR,STRAIGHT,525,11/24/2022,8/1/2007,5594.00
NR,MB,LRJ-HNC,DN,2018-12-25-00.00.00,6:45,52KG,33.09,110,Sep-03,355.63,SEJ,GR,2018-12-05-00.00.00,LR,1557,849,22.9,LWR,STRAIGHT,525,12/25/2018,9/1/2003,5594.00
SR,PGT,SRR - NTVT A,UP,2022-06-25-00.00.00,9:10,52KG,15.52,110,Mar-07,195.43,SEJ,OBS Joggled Plate,2022-02-24-00.00.00,LR,584,228,22.32,LWR,STRAIGHT,525,6/25/2022,3/1/2007,5595.00
SCR,BZA,VKT TEL,UP,2021-01-26-00.00.00,19:24,60KG,53.8,130,Oct-05,692.95,SEJ,GR,2021-01-20-00.00.00,RR,390,2,22.32,LWR,STRAIGHT,800,1/26/2021,10/1/2005,5596.00
ECOR,KUR,KUR-NWP,UP,2019-04-02-00.00.00,6:00,60KG,48.37,130,Dec-03,562.96,SEJ,GR,2019-03-12-00.00.00,RR,572,252,25,LWR,STRAIGHT,800,4/2/2019,12/1/2003,5601.00
ECR,DNR,ARA-DLN,DN,2021-04-02-00.00.00,8:05,52KG,24.49,130,Dec-05,504.51,SEJ,GR,2021-03-11-00.00.00,RR,684,298,22.32,LWR,STRAIGHT,525,4/2/2021,12/1/2005,5601.00
NR,LKO,BSB-JNH,DN,2015-10-02-00.00.00,6:00,52KG,48.51,110,Jun-00,497.29,RAIL,GR,2015-09-25-00.00.00,LR,790,719,22.32,LWR,STRAIGHT,525,10/2/2015,6/1/2000,5601.00
ECOR,KUR,KUR-NWP,DN,2019-01-02-00.00.00,9:45,60KG,42.12,130,Sep-03,454.59,SEJ,GR,2018-12-26-00.00.00,RR,556,466,25,LWR,STRAIGHT,800,1/2/2019,9/1/2003,5602.00
ECOR,KUR,ROP-JKPR,DN,2017-12-02-00.00.00,8:00,60KG,53.83,130,Aug-02,485.05,RAIL,GR,2017-11-18-00.00.00,LR,304,35,25,LWR,STRAIGHT,800,12/2/2017,8/1/2002,5602.00
NR,MB,LRJ-HNC,DN,2021-01-02-00.00.00,4:35,52KG,29.83,110,Sep-05,390.58,SEJ,GR,2020-12-10-00.00.00,RR,1563,193,22.9,LWR,STRAIGHT,525,1/2/2021,9/1/2005,5602.00
NWR,AII,AII MJ,UP,2019-01-04-00.00.00,6:40,52KG,17.44,130,Sep-03,380.23,SEJ,GR,2018-12-22-00.00.00,LR,323,107,22.9,LWR,STRAIGHT,525,1/4/2019,9/1/2003,5604.00
CR,SUR,HG-WD,DN,2016-09-04-00.00.00,7:30,52KG,47.97,130,May-01,572.42,RAIL,GR,2016-09-03-00.00.00,RR,565,401,22.9,LWR,STRAIGHT,525,9/4/2016,5/1/2001,5605.00
ECOR,KUR,ROP-JKPR,DN,2017-12-06-00.00.00,9:15,60KG,53.83,130,Aug-02,485.05,RAIL,GR,2017-11-18-00.00.00,LR,303,305,25,LWR,STRAIGHT,800,12/6/2017,8/1/2002,5606.00
NWR,JP,JP-FL,DN,2024-05-08-00.00.00,23:00,60KG,38.571,130,Jan-09,494,SEJ,GR,2024-04-18-00.00.00,RR,241,500,22.9,SWR,STRAIGHT,800,5/8/2024,1/1/2009,5606.00
ECOR,KUR,ROP-JKPR,DN,2017-11-06-00.00.00,8:00,60KG,53.83,130,Jul-02,452.91,RAIL,GR,2017-09-07-00.00.00,RR,290,787,25,LWR,STRAIGHT,800,11/6/2017,7/1/2002,5607.00
ECR,DNR,ARA-DLN,DN,2017-12-07-00.00.00,8:59,52KG,23.5,130,Aug-02,483.09,RAIL,GR,2017-10-13-00.00.00,LR,627,543,22.32,LWR,STRAIGHT,525,12/7/2017,8/1/2002,5607.00
ECR,DNR,PNBE-ARA,UP,2021-01-07-00.00.00,7:25,52KG,21.28,130,Sep-05,507.47,SEJ,GR,2020-11-17-00.00.00,RR,571,128,22.32,LWR,STRAIGHT,525,1/7/2021,9/1/2005,5607.00
NR,DLI,IInd YBr-SBB,GAL UP,2016-10-10-00.00.00,21:50,60KG,111,110,Jun-01,1239.89,RAIL,GR,2016-10-07-00.00.00,RR,4,114,22.32,LWR,STRAIGHT,800,10/10/2016,6/1/2001,5610.00
SER,KGP,KGP-ROP,UP,2018-07-10-00.00.00,23:00,60KG,39.32,130,Mar-03,386.07,SEJ,GR,2018-06-28-00.00.00,RR,146,563,25,LWR,STRAIGHT,800,7/10/2018,3/1/2003,5610.00
NR,DLI,DEC-GHH,DN,2021-08-13-00.00.00,7:05,52KG,55.58,110,Apr-06,281.51,SEJ,GR,2021-05-23-00.00.00,LR,31,1,22.32,LWR,STRAIGHT,525,8/13/2021,4/1/2006,5613.00
NR,LKO,ZBD-SLN,UP,2023-02-14-00.00.00,5:20,52KG,27.639,110,Oct-07,301.41,SEJ,GR,2022-12-27-00.00.00,LR,842,403,22.32,LWR,STRAIGHT,525,2/14/2023,10/1/2007,5615.00
NR,MB,GJL-HPU,UP,2016-07-15-00.00.00,8:15,52KG,21.6,110,Mar-01,226.45,RAIL,GR,2016-06-29-00.00.00,LR,94,569,22.32,LWR,STRAIGHT,525,7/15/2016,3/1/2001,5615.00
NR,MB,LRJ-HNC,DN,2020-10-15-00.00.00,11:55,52KG,32.59,110,Jun-05,387.08,SEJ,GR,2020-09-09-00.00.00,RR,1569,303,22.9,LWR,STRAIGHT,525,10/15/2020,6/1/2005,5615.00
CR,SUR,HG-WD,DN,2020-04-19-00.00.00,7:30,52KG,15.72,130,Dec-04,260.18,RAIL,GR,2020-04-08-00.00.00,LR,470,896,22.9,SWR,STRAIGHT,525,4/19/2020,12/1/2004,5618.00
WR,BCT,BSR-BIM,UP,2016-09-18-00.00.00,6:55,60KG,41.55,130,May-01,685.95,RAIL,GR,2016-07-30-00.00.00,RR,166,152,22.9,LWR,STRAIGHT,800,9/18/2016,5/1/2001,5619.00
ECOR,KUR,ROP-JKPR,DN,2017-11-19-00.00.00,5:50,60KG,53.83,130,Jul-02,452.91,RAIL,GR,2017-09-07-00.00.00,RR,290,528,25,LWR,STRAIGHT,800,11/19/2017,7/1/2002,5620.00
ECOR,WAT,NWP-VZM,UP,2020-09-19-00.00.00,20:56,60KG,39.02,130,May-05,633.33,SEJ,GR,2020-08-10-00.00.00,LR,818,76,25,LWR,STRAIGHT,800,9/19/2020,5/1/2005,5620.00
ECOR,KUR,ROP-JKPR,DN,2017-11-20-00.00.00,7:30,60KG,53.83,130,Jul-02,452.91,RAIL,GR,2017-09-08-00.00.00,RR,291,339,25,LWR,STRAIGHT,800,11/20/2017,7/1/2002,5621.00
NER,LJN,GD BUW,DN,2020-08-21-00.00.00,22:15,52KG,33.5,110,Apr-05,525.79,SEJ,GR,2020-08-20-00.00.00,RR,718,767,22.9,LWR,STRAIGHT,525,8/21/2020,4/1/2005,5621.00
ECOR,KUR,KUR-NWP,DN,2018-04-23-00.00.00,5:45,60KG,41.67,130,Dec-02,438.12,RAIL,GR,2018-04-08-00.00.00,RR,579,926,25,SWR,CURVE,800,4/23/2018,12/1/2002,5622.00
NR,MB,RAC-BE,UP,2020-12-22-00.00.00,6:20,60KG,42.38,100,Aug-05,570.69,SEJ,GR,2020-12-17-00.00.00,RR,1259,718,22.32,LWR,STRAIGHT,800,12/22/2020,8/1/2005,5622.00
NR,MB,RAC-BE,UP,2020-12-22-00.00.00,4:15,60KG,42.38,100,Aug-05,570.69,SEJ,GR,2020-12-17-00.00.00,RR,1261,410,22.32,LWR,STRAIGHT,800,12/22/2020,8/1/2005,5622.00
ECOR,KUR,KUR-NWP,DN,2019-01-23-00.00.00,8:30,60KG,42.12,130,Sep-03,454.59,SEJ,GR,2018-12-26-00.00.00,RR,558,598,25,LWR,STRAIGHT,800,1/23/2019,9/1/2003,5623.00
NR,LKO,BSB-ZBD,DN,2021-08-24-00.00.00,7:30,60KG,41.61,110,Apr-06,375.94,SEJ,GR,2021-06-11-00.00.00,RR,773,27,22.32,LWR,CURVE,800,8/24/2021,4/1/2006,5624.00
ECR,DHN,KQR-MPO,UP,2019-07-26-00.00.00,4:55,60KG,58.42,130,Mar-04,1005.98,SEJ,GR,2019-06-12-00.00.00,RR,393,554,22.9,LWR,STRAIGHT,800,7/26/2019,3/1/2004,5625.00
ECR,DHN,BRKA-GHD,UP,2016-09-28-00.00.00,5:15,60KG,58.57,100,May-01,600.92,RAIL,GR,2016-09-24-00.00.00,LR,229,510,22.9,LWR,STRAIGHT,800,9/28/2016,5/1/2001,5629.00
SCR,SC,VKB-SNF,UP,2020-09-28-00.00.00,6:30,52KG,10.4,110,May-05,522.33,SEJ,GR,2020-08-29-00.00.00,RR,161,614,22.32,SWR,STRAIGHT,525,9/28/2020,5/1/2005,5629.00
ECR,DNR,PNBE-ARA,UP,2021-01-30-00.00.00,0:15,52KG,21.28,130,Sep-05,507.47,SEJ,GR,2020-11-17-00.00.00,RR,570,989,22.32,LWR,STRAIGHT,525,1/30/2021,9/1/2005,5630.00
ECR,SPJ,SPJ - DBG,DN,2022-12-31-00.00.00,6:40,52KG,10.56,100,Aug-07,46.54,SEJ,GR,2022-12-05-00.00.00,RR,37,312,22.32,LWR,STRAIGHT,525,12/31/2022,8/1/2007,5631.00
NR,MB,BE-MB,UP,2015-07-04-00.00.00,0:10,52KG,29.3,100,Feb-00,382.87,RAIL,GR,2015-06-14-00.00.00,RR,1308,372,22.32,LWR,STRAIGHT,525,7/4/2015,2/1/2000,5632.00
ECR,DNR,PNBE-ARA,UP,2021-02-02-00.00.00,5:15,52KG,21.28,130,Sep-05,509.54,SEJ,GR,2020-11-17-00.00.00,RR,571,35,22.32,LWR,STRAIGHT,525,2/2/2021,9/1/2005,5633.00
ECR,SEE,RDUM-BJU,N,2024-01-03-00.00.00,8:35,52KG,18.86,80,Aug-08,193,SEJ,GR,2023-11-18-00.00.00,RR,15,436,22.32,SWR,STRAIGHT,525,1/3/2024,8/1/2008,5633.00
SER,KGP,Howrah - SRC,DN,2017-11-02-00.00.00,6:15,60KG,28.42,110,Jun-02,506.34,RAIL,GR,2017-07-24-00.00.00,LR,5,949,22.32,LWR,CURVE,800,11/2/2017,6/1/2002,5633.00
SR,TVC,PNQ-ERN,DN,2019-07-05-00.00.00,7:04,52KG,21.15,80,Feb-04,293.32,SEJ,GR,2019-06-29-00.00.00,LR,93,191,22.32,FP/SR,STRAIGHT,525,7/5/2019,2/1/2004,5633.00
ECOR,KUR,BSPX-TMKA,DN,2022-02-03-00.00.00,5:38,60KG,23.23,110,Sep-06,430.4,LWR,GR,2021-12-01-00.00.00,LR,142,225,25,LWR,STRAIGHT,800,2/3/2022,9/1/2006,5634.00
NR,JAT,SCPD-PTKC,UP,2020-12-03-00.00.00,1:30,52KG,25.11,110,Jul-05,317.89,SEJ,GR,2020-11-24-00.00.00,RR,87,515,22.32,LWR,STRAIGHT,525,12/3/2020,7/1/2005,5634.00
SR,TPJ,VM-CUPJ,SL,2024-08-04-00.00.00,19:40,52KG,12.284,110,Mar-09,152,SEJ,GR,2024-06-25-00.00.00,LR,193,714,22.9,LWR,STRAIGHT,525,8/4/2024,3/1/2009,5635.00
ECOR,KUR,KUR-NWP,UP,2020-01-08-00.00.00,7:45,60KG,38.93,130,Aug-04,577.39,SEJ,GR,2019-12-11-00.00.00,RR,656,44,25,LWR,STRAIGHT,800,1/8/2020,8/1/2004,5638.00
SCR,BZA,BZA-NDD,DN,2020-08-07-00.00.00,6:30,60KG,28.91,130,Mar-05,570.62,SEJ,GR,2020-08-03-00.00.00,LR,555,722,22.32,LWR,STRAIGHT,800,8/7/2020,3/1/2005,5638.00
CR,BSL,BSL-JM,UP,2019-12-09-00.00.00,9:45,52KG,53.08,130,Jul-04,802.39,RAIL,GR,2019-12-04-00.00.00,LR,446,208,22.32,SWR,STRAIGHT,525,12/9/2019,7/1/2004,5639.00
CR,SUR,HG-WD,DN,2016-09-09-00.00.00,7:50,52KG,47.97,130,Apr-01,574.71,RAIL,GR,2016-09-08-00.00.00,LR,550,951,22.9,LWR,CURVE,525,9/9/2016,4/1/2001,5640.00
NR,MB,BLM-RAC,DN,2016-01-10-00.00.00,5:10,52KG,28.59,110,Aug-00,285.08,RAIL,GR,2016-01-02-00.00.00,RR,1167,229,22.32,LWR,STRAIGHT,525,1/10/2016,8/1/2000,5640.00
NR,MB,BLM-RAC,DN,2016-01-10-00.00.00,5:10,52KG,28.59,110,Aug-00,285.08,RAIL,GR,2016-01-02-00.00.00,RR,1167,229,22.32,LWR,STRAIGHT,525,1/10/2016,8/1/2000,5640.00
NR,MB,LRJ-HNC,DN,2019-04-12-00.00.00,1:10,52KG,32.59,110,Nov-03,366.44,SEJ,GR,2019-03-14-00.00.00,RR,1581,57,22.9,LWR,STRAIGHT,525,4/12/2019,11/1/2003,5641.00
SR,MAS,PRWS-AJJ,DN,2017-08-10-00.00.00,6:10,60KG,36.77,130,Mar-02,670.13,RAIL,GR,2017-06-17-00.00.00,LR,57,985,22.9,LWR,STRAIGHT,800,8/10/2017,3/1/2002,5641.00
SR,MAS,PRWS-AJJ,DN,2017-08-10-00.00.00,6:00,60KG,36.77,130,Mar-02,680.54,RAIL,GR,2017-06-17-00.00.00,RR,57,985,22.9,LWR,STRAIGHT,800,8/10/2017,3/1/2002,5641.00
SCR,BZA,VKT TEL,DN,2024-11-11-00.00.00,1:30,60KG,32.795,130,Jun-09,534,SEJ,GR,2024-08-30-00.00.00,LR,181,759,22.32,LWR,STRAIGHT,800,11/11/2024,6/1/2009,5642.00
ECR,DHN,BRKA-GHD,UP,2016-10-12-00.00.00,0:10,60KG,58.57,100,May-01,600.92,RAIL,GR,2016-09-26-00.00.00,RR,221,720,22.9,LWR,STRAIGHT,800,10/12/2016,5/1/2001,5643.00
ECOR,KUR,KUR-NWP,DN,2019-02-13-00.00.00,18:20,60KG,40.19,130,Sep-03,457.68,SEJ,GR,2019-01-15-00.00.00,LR,666,471,25,LWR,STRAIGHT,800,2/13/2019,9/1/2003,5644.00
ECOR,KUR,KUR-NWP,DN,2017-11-13-00.00.00,16:40,60KG,36.48,130,Jun-02,416.47,RAIL,GR,2017-09-09-00.00.00,RR,626,390,25,SWR,STRAIGHT,800,11/13/2017,6/1/2002,5644.00
SCR,BZA,SLO-CCT,DN,2021-12-14-00.00.00,21:50,52KG,12.73,110,Jul-06,193.7,SEJ,GR,2021-06-11-00.00.00,RR,5,260,22.32,LWR,STRAIGHT,525,12/14/2021,7/1/2006,5645.00
NR,LKO,FD-BBK,DN,2020-03-17-00.00.00,5:25,52KG,39.39,100,Oct-04,388.52,LWR,GR,2020-03-07-00.00.00,RR,982,775,22.32,LWR,STRAIGHT,350,3/17/2020,10/1/2004,5646.00
NR,MB,MB-GJL,DN,2019-11-16-00.00.00,20:55,52KG,21.89,110,Jun-04,265.41,SEJ,GR,2019-08-13-00.00.00,LR,7,913,22.32,LWR,STRAIGHT,525,11/16/2019,6/1/2004,5646.00
SR,MAS,VLK-PRES,DN,2016-05-17-00.00.00,18:55,60KG,36.21,130,Dec-00,614.54,RAIL,GR,2016-04-29-00.00.00,RR,20,950,22.9,LWR,CURVE,800,5/17/2016,12/1/2000,5646.00
NR,DLI,DLI-ROK,DN,2019-01-16-00.00.00,5:47,52KG,28.83,100,Aug-03,249.54,SEJ,GR,2019-01-02-00.00.00,LR,4,211,22.32,LWR,STRAIGHT,525,1/16/2019,8/1/2003,5647.00
NR,MB,AMG-BLM,UP,2020-11-18-00.00.00,5:15,52KG,40.27,110,Jun-05,479.18,SEJ,OBS Joggled Plate,2020-10-12-00.00.00,RR,1123,41,22.32,LWR,STRAIGHT,525,11/18/2020,6/1/2005,5649.00
NR,MB,MB-GJL,UP,2019-09-19-00.00.00,11:50,52KG,21.84,110,Apr-04,251.19,SEJ,GR,2019-09-01-00.00.00,RR,6,22,22.32,LWR,STRAIGHT,525,9/19/2019,4/1/2004,5649.00
NWR,AII,AII MJ,UP,2018-08-18-00.00.00,9:35,52KG,14.3,130,Mar-03,383.74,SEJ,GR,2018-05-24-00.00.00,RR,367,270,22.9,LWR,STRAIGHT,525,8/18/2018,3/1/2003,5649.00
CR,BSL,MMR-CSN,UP,2018-12-20-00.00.00,2:25,60KG,46.16,130,Jul-03,632.79,SEJ,GR,2018-10-22-00.00.00,RR,323,627,22.32,LWR,STRAIGHT,800,12/20/2018,7/1/2003,5651.00
CR,BSL,KYN-MMR,UP,2022-01-22-00.00.00,8:10,60KG,28,130,Aug-06,442.99,SEJ,GR,2021-11-08-00.00.00,LR,170,183,22.32,LWR,STRAIGHT,800,1/22/2022,8/1/2006,5653.00
CR,CSTM,KYN-MMR,UP,2020-12-23-00.00.00,23:45,60KG,20.48,130,Jul-05,404.64,SEJ,GR,2020-12-02-00.00.00,RR,136,52,22.32,FP/SR,STRAIGHT,800,12/23/2020,7/1/2005,5654.00
ECOR,WAT,NWP-VZM,DN,2015-09-24-00.00.00,21:28,60KG,37.21,130,Apr-00,400.53,RAIL,GR,2015-08-27-00.00.00,LR,817,214,25,LWR,CURVE,800,9/24/2015,4/1/2000,5654.00
NR,LKO,ZBD-SLN,DN,2019-12-24-00.00.00,23:45,52KG,22.75,110,Jul-04,351.56,SEJ,GR,2019-11-28-00.00.00,LR,902,60,22.32,LWR,STRAIGHT,525,12/24/2019,7/1/2004,5654.00
SR,PGT,SRR - NTVT A,DN,2022-08-24-00.00.00,11:10,52KG,15.52,110,Mar-07,204.37,SEJ,GR,2022-07-13-00.00.00,LR,586,296,22.32,LWR,CURVE,525,8/24/2022,3/1/2007,5655.00
NR,DLI,DLI-ROK,DN,2018-10-25-00.00.00,6:30,52KG,23.74,100,May-03,247.31,SEJ,GR,2018-08-07-00.00.00,LR,3,999,22.32,LWR,STRAIGHT,525,10/25/2018,5/1/2003,5656.00
SR,SA,ED - IGU,DN,2021-07-28-00.00.00,10:55,52KG,23.9,110,Feb-06,361.15,SEJ,GR,2021-05-07-00.00.00,RR,392,516,22.9,SWR,STRAIGHT,525,7/28/2021,2/1/2006,5656.00
ECOR,WAT,KTV-KRPU,DN,2020-01-28-00.00.00,3:50,60KG,21.39,110,Aug-04,416.95,SEJ,GR,2019-11-07-00.00.00,RR,19,711,25,LWR,CURVE,800,1/28/2020,8/1/2004,5658.00
NR,FZR,KKP-FZR,SL,2015-09-30-00.00.00,6:30,52KG,8.65,110,Apr-00,163.19,RAIL,GR,2015-04-29-00.00.00,LR,373,540,22.32,LWR,STRAIGHT,525,9/30/2015,4/1/2000,5660.00
NR,FZR,KKP-FZR,SL,2021-08-29-00.00.00,8:35,52KG,9.98,110,Mar-06,156.09,RAIL,GR,2021-07-06-00.00.00,LR,374,170,22.32,SWR,STRAIGHT,525,8/29/2021,3/1/2006,5660.00
ECR,DHN,BRKA-GHD,UP,2016-10-30-00.00.00,13:05,60KG,58.57,100,May-01,600.92,RAIL,GR,2016-09-29-00.00.00,RR,212,110,22.9,LWR,STRAIGHT,800,10/30/2016,5/1/2001,5661.00
NR,MB,MB-GJL,UP,2019-09-01-00.00.00,7:10,52KG,21.84,110,Mar-04,247.17,SEJ,GR,2019-06-13-00.00.00,RR,26,210,22.32,LWR,STRAIGHT,525,9/1/2019,3/1/2004,5662.00
ECR,DHN,BRKA-GHD,Rev Line,2018-06-03-00.00.00,5:19,60KG,64.67,100,Dec-02,681.51,SEJ,GR,2018-05-09-00.00.00,RR,318,646,22.9,LWR,STRAIGHT,800,6/3/2018,12/1/2002,5663.00
WCR,BPL,KNW ET,UP,2019-12-03-00.00.00,23:45,60KG,33.72,130,Jun-04,402.16,SEJ,GR,2019-10-20-00.00.00,LR,596,446,22.32,LWR,STRAIGHT,800,12/3/2019,6/1/2004,5663.00
NR,LKO,UTR-LKO,DN,2021-07-05-00.00.00,3:00,52KG,46.09,110,Jan-06,412.63,SEJ,GR,2021-05-05-00.00.00,RR,1072,933,22.32,SWR,STRAIGHT,525,7/5/2021,1/1/2006,5664.00
ECOR,KUR,KUR-NWP,DN,2019-08-06-00.00.00,20:00,60KG,40.19,130,Feb-04,463.6,SEJ,GR,2019-06-29-00.00.00,LR,644,5760,25,LWR,CURVE,800,8/6/2019,2/1/2004,5665.00
ECOR,WAT,NWP-VZM,DN,2015-10-05-00.00.00,17:00,60KG,37.21,130,Apr-00,403.67,RAIL,GR,2015-08-27-00.00.00,LR,817,243,25,LWR,CURVE,800,10/5/2015,4/1/2000,5665.00
NR,LKO,SHG-ABP,DN,2015-07-06-00.00.00,6:30,52KG,,100,Jan-00,337.96,RAIL,GR,2015-06-30-00.00.00,LR,888,360,22.32,FP/SR,STRAIGHT,525,7/6/2015,1/1/2000,5665.00
WR,ADI,JN-DHG,UP,2017-06-05-00.00.00,2:35,52KG,16.35,110,Dec-01,62.51,RAIL,GR,2017-05-27-00.00.00,RR,581,115,22.9,LWR,STRAIGHT,525,6/5/2017,12/1/2001,5665.00
ECR,SEE,KGG-BJU,UP,2023-02-04-00.00.00,3:35,52KG,21.027,110,Aug-07,382.8,SEJ,GR,2022-11-04-00.00.00,LR,176,66,22.32,LWR,STRAIGHT,525,2/4/2023,8/1/2007,5666.00
NR,DLI,DSA-TPZ,SL,2024-07-07-00.00.00,7:28,60KG,8.739,100,Jan-09,209,SEJ,GR,2024-01-10-00.00.00,LR,37,164,22.32,LWR,STRAIGHT,800,7/7/2024,1/1/2009,5666.00
